Id,Name,Caption__c,DynamicOperationType__c,DynamicOperation__c,Hidden__c,Hint__c,Parent__c,Position__c,RepeatSourceValue__c,Required__c,SurveyVersion__c,Test_Dynamic_Operations__c,Type__c
a0R8Y00000qxoOTUAY,dob_no_doc_reentry,Veuillez ressaisir la date de naissance du jeune (JJMMAAAA): [Tafadhali ingiza tena tarehe ya kuzaliwa ya vijana (SSMMMMMM)]:,Validation,"var d1 = new Date(tw.youth_data.current.dob_no_doc_reentry.value) ; 
var d2 = new Date(tw.youth_data.current.dob_no_doc.value) ; 

if ( d1.getFullYear() !== d2.getFullYear() ) {throw ""Cette année ne correspond pas à l'année que vous avez saisie! [Mwaka huu sio sawa na mwaka ambao ume ingiza sasa hivi!]"" ;}
else if ( d1.getMonth() !== d2.getMonth() ) {throw ""Ce mois ne correspond pas au mois que vous avez saisie! [Mwezi huu hailingani na mwezi ulioingiza sasa hivi!]"" ;}
else if ( d1.getDate() !== d2.getDate() ) {throw ""Cette date ne correspond pas à la date que vous avez saisie! [Tarehe hii hailingani na tarehe ambayo umeingiza sasa hivi!]"" ;}",False,,a0R8Y00000qxoOGUAY,37,,True,a0e8Y00000IZYo5QAH,False,date-date
a0R8Y00000qxoOUUAY,phone_number_one_reentry,Veuillez ressaisir le numéro de téléphone portable principal: [Tafadhali ingiza tena nambari kawaida ya simu:],Validation,"if(tw.youth_data.current.phone_number_one_reentry.value != tw.youth_data.current.phone_number_one.value) {throw ""Ce numéro de téléphone ne correspond pas à celui que vous venez d'entrer! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ; }",False,,a0R8Y00000qxoOGUAY,47,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOVUAY,phone_number_two_reentry,Veuillez ressaisir le deuxième numéro de téléphone portable: [Tafadhali ingiza tena nambari ya simu ya pili:],Validation,"if(tw.youth_data.current.phone_number_two_reentry.value != tw.youth_data.current.phone_number_two.value) {throw ""Ce numéro de téléphone ne correspond pas à celui que vous venez d'entrer! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ; }",False,,a0R8Y00000qxoOGUAY,49,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOWUAY,phone_number_three_entry,Veuillez ressaisir le troisième numéro de téléphone portable: [Tafadhali ingiza tena nambari ya simu ya rununu ya tatu:],Validation,"if(tw.youth_data.current.phone_number_three_entry.value != tw.youth_data.current.phone_number_three.value) {throw ""Ce numéro de téléphone ne correspond pas à celui que vous venez d'entrer! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ; }",False,,a0R8Y00000qxoOGUAY,51,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOXUAY,not_home_phone_num_reentry,Veuillez ressaisir le numéro de téléphone portable principal: [Tafadhali ingiza tena nambari ya simu ya rununu ya msingi:],Validation,"if(tw.youth_data.current.not_home_phone_num_reentry.value != tw.youth_data.current.not_home_phone_num.value) 
{throw ""Ce numéro de téléphone ne correspond pas à celui que vous venez d'entrer! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ; }",False,,a0R8Y00000qxoOGUAY,54,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOYUAY,not_home_phone_sec_reentry,Veuillez ressaisir le deuxième numéro de téléphone: [Tafadhali ingiza tena nambari ya simu ya pili:],Validation,"if(tw.youth_data.current.not_home_phone_sec_reentry.value != tw.youth_data.current.not_home_phone_sec.value) 
{throw ""Ce numéro de téléphone ne correspond pas à celui que vous venez d'entrer! [Tafadhali ingiza tena namba ya pili ya simu ya mwongozi wako.]"" ; }",False,,a0R8Y00000qxoOGUAY,58,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOZUAY,calculating_relocation,Calcul de la relocalisation [Hesabu ya kuhamishwa],,,False,,,7,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOaUAI,calcul_esabu_2,Calcul... [Esabu...],,,False,"Veuillez procéder.

[Tafadhali endelea.]",a0R8Y00000qxoOZUAY,5,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOeUAI,calcul_esabu_4,Calcul... [Esabu...],,,False,"Veuillez procéder aux prochaines questions.

[Tafadhali endelea kwa maswali yanayofuata.]",a0R8Y00000qxoOdUAI,3,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoObUAI,relocating,Relocalisation des jeunes [ Kupata kijana kwa upya],,,False,,,8,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOcUAI,questions_resp,Veuillez adresser les questions suivantes à l’enquêté qui a accepté de répondre à vos questions: [Tafadhali eleza maswali yafuatayo kwa mhojiwa aliye kubali kujibu maswali zako:],,,False,"Si vous avez parlé à plusieurs personnes qui ont donné leur consentement, veuillez continuer à parler à toutes les personnes avec qui vous vous êtes entretenu récemment.

[Ikiwa umezungumza na watu wengi ambao walio ongesha wamekubali, tafadhali endelea kuongea na watu wote amboa uliongeya nawo toka muda mfupi.]",a0R8Y00000qxoObUAI,1,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOdUAI,relocating_hh,Relocalisation du ménage [Kupata nyumba kwa upya],,,False,,,9,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOfUAI,token,Veuillez inscrire le numéro d’identification généré automatiquement sur la porte du ménage. [Tafadhali hakikisha kwamba umeandika namba ya kwenye mlango.],Calculation,tw.relocating_hh.token.value = tw.locating_the_household.token_number.value ;,False,,a0R8Y00000qxoOdUAI,4,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOgUAI,token_flyer_3,"Prière d’écrire le numéro d’identification généré automatiquement sur le dépliant et laissez le dépliant auprès de l'enquêté. [Tafadhali, andika namba ya kitambisho ya nyumba juu ya karatasi ya habari kama tulipita kwenye nyumba kisha uiwaachie.]",Calculation,tw.relocating_hh.token_flyer_3.value = tw.locating_the_household.token_number.value ;,False,,a0R8Y00000qxoOdUAI,5,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOhUAI,read_4,LIRE À L'ENQUETE: [SOMA KUFANYA:],,,False,"Ce sondage est maintenant terminé. Merci beaucoup de votre temps et de votre participation à ce sondage!

[Utafiti huu umekamilika. Asante sana kwa wakati wako na ushiriki katika utafiti huu!]",a0R8Y00000qxoOdUAI,10,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOiUAI,fraud_detection,Detection de fraude [Ugunduzi wa udanganyifu],,,False,,,10,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOjUAI,questions_fo,Veuillez répondre par vous-même aux questions suivantes. [Tafadhali jibu binafsi maswali yafuatayo.],,,False,,a0R8Y00000qxoOiUAI,2,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOkUAI,conclusion,Conclusion [Mwisho],,,False,,,11,,False,a0e8Y00000IZYo5QAH,False,section
a0R8Y00000qxoOlUAI,calcul_esabu_3,Calcul... [Esabu...],,,False,"Veuillez procéder aux prochaines questions.

[Tafadhali endelea kwa maswali yanayofuata.]",a0R8Y00000qxoOkUAI,6,,False,a0e8Y00000IZYo5QAH,False,static-content
a0R8Y00000qxoOmUAI,mairie_num_reentry,Veuillez ressaisir le numéro de maison attribué par la mairie: [Tafadhali ingiza tena nambari ya nyumba uliyopewa na ukumbi wa jiji:],Validation,"if(tw.conclusion.mairie_num_reentry.value != tw.conclusion.mairie_num.value) 
{throw ""Ce numéro de mairie ne correspond pas à celui du numero de la mairie que vous venez d'entrer! [Nambari hii ya ukumbi wa jiji hailingani na nambari ya ukumbi wa jiji iliyoingia tu!]"" ; }",False,,a0R8Y00000qxoOkUAI,10,,True,a0e8Y00000IZYo5QAH,False,text-short
a0R8Y00000qxoOnUAI,other_num_ind_reentry,Veuillez ressaisir le numéro de maison qui n'a pas été attribué par la mairie: [Tafadhali ingiza tena namba ya nyumba iliyo tolewa na mamlaka tafauti:],Validation,"if(tw.conclusion.other_num_ind_reentry.value != tw.conclusion.other_num_ind_entry.value) 
{throw ""Ce numéro ne correspond pas à celui que vous venez d'entrer! [Nambari hii hailingani na nambari uliyoingia hivi karibuni!]"" ; }",False,,a0R8Y00000qxoOkUAI,15,,True,a0e8Y00000IZYo5QAH,False,text-short
